-110.001121	44.490024
-110.001144	44.490018
NaN NaN
-111.097198	44.808528
-111.097251	44.808497
NaN NaN
-111.097235	44.658917
-111.097187	44.658915
NaN NaN
-110.705386	45.029673
-110.705366	45.029529
NaN NaN
-110.70537	45.029822
-110.705377	45.02975
-110.705386	45.029673
NaN NaN
-110.665194	44.132869
-110.664978	44.13249
NaN NaN
-111.155311	45.054058
-111.154072	45.053289
-111.15334	45.053091
-111.139805	45.047838
-111.132999	45.045248
-111.132598	45.04484
-111.132048	45.044283
-111.131168	45.04339
-111.129085	45.042238
-111.127025	45.041399
-111.125781	45.041017
-111.121876	45.039759
-111.120129	45.038858
-111.114848	45.034979
-111.112834	45.033739
-111.11249	45.033419
-111.1122	45.032598
-111.111849	45.03182
-111.111437	45.03121
-111.10985	45.0301
-111.109133	45.029619
-111.10808	45.029057
-111.10695	45.028238
-111.105211	45.027231
-111.104632	45.027079
-111.103647	45.026629
-111.100496	45.025599
-111.099894	45.025259
-111.097467	45.024119
-111.095697	45.023279
-111.094797	45.02265
-111.093927	45.022219
-111.091913	45.02064
-111.08719	45.017229
-111.081002	45.012381
-111.080102	45.01179
-111.079286	45.01076
-111.079179	45.00992
-111.079103	44.999911
-111.079522	44.974619
-111.079423	44.969408
-111.079262	44.96755
-111.078911	44.96686
-111.077782	44.96549
-111.075608	44.963751
-111.067772	44.958529
-111.067679	44.95833
-111.067337	44.958258
-111.06504	44.956691
-111.064621	44.956598
-111.064522	44.956369
-111.062538	44.954691
-111.061004	44.95299
-111.0606	44.952398
-111.060417	44.95188
-111.06031	44.95183
-111.059349	44.948519
-111.056197	44.936686
NaN NaN
-110.001144	44.490018
-110.003969	44.489275
-110.008745	44.487776
-110.011263	44.487173
-110.012316	44.486815
-110.013499	44.486197
-110.01401	44.486086
-110.015383	44.485994
-110.016153	44.485815
-110.018549	44.484163
-110.019091	44.483896
-110.021586	44.483095
-110.026759	44.481794
-110.0283	44.480776
-110.030093	44.479944
-110.031176	44.479673
-110.033504	44.479334
-110.037303	44.479174
-110.043605	44.479044
-110.04417	44.478956
-110.044811	44.478636
-110.046924	44.477083
-110.047946	44.476465
-110.04887	44.476076
-110.056736	44.473703
-110.059284	44.472605
-110.061788	44.471266
-110.063473	44.470625
-110.065166	44.469435
-110.066258	44.468973
-110.067562	44.468775
-110.067913	44.468634
-110.068234	44.467943
-110.068455	44.467653
-110.069287	44.467104
-110.06995	44.466875
-110.070637	44.466856
-110.071301	44.466944
-110.073406	44.467085
-110.075352	44.466715
-110.081135	44.466013
-110.087201	44.465734
-110.088093	44.465876
-110.089436	44.466375
-110.090269	44.466543
-110.090772	44.466516
-110.091573	44.466314
-110.092374	44.466227
-110.093205	44.466406
-110.094006	44.466406
-110.096944	44.465124
-110.098348	44.464854
-110.099568	44.464415
-110.101545	44.463964
-110.102697	44.463613
